Stable ID,Category,Title,Issue,Advice,Examples – Pass,Examples – Fail,Accessibility Consideration,References,Rationale,Enforcement Level,Roles,Severity,Metrics Affected,Platform-wise Applicability,Page-wise Applicability,Component-wise Applicability,Context-wise Applicability,Evidence Type,AI Support,Confidence Weight,Version
MIA-010,Macro & Micro Interactions and Animations,Use consistent animations across similar elements,• Inconsistent motion patterns confuse users and reduce predictability.,• Standardize animation behavior using shared motion tokens or libraries.,• All cards use identical hover elevation and timing.,• Each card animates differently without rationale.,• Animations must respect prefers-reduced-motion settings.,GIGW 3.0 SC 4.4.6; DBIM §6.3.2; BIS IS 17802:2022 §5.1.4,Consistent motion reinforces UI learnability and cohesion.,Optimizing,Designer; Developer,Small Issue,Visual coherence; Learnability,Website (Desktop); Website (Mobile View); Mobile App,Content sections,Cards; Modals; Transitions,Repeated UI patterns,Visual,Manual,0.76,v3.0.0
MIA-011,Macro & Micro Interactions and Animations,Use accordions for secondary information,• Excessive information overloads primary content areas.,• Use expandable sections for secondary or optional information.,• FAQ answers hidden behind accordion toggles.,• Long explanations displayed inline by default.,• Accordions must support keyboard control and aria-expanded states.,"WCAG 2.1 SC 2.4.3, 3.2.4; GIGW 3.0 §6.3.2; DBIM §7.3.1",Progressive disclosure keeps focus on primary tasks.,Optimizing,Designer; Developer,Medium Issue,Cognitive load; Content clarity,Website (Desktop); Website (Mobile View); Mobile App,Information pages,Accordions; Expanders,Dense informational content,Visual + Semantic,Manual,0.84,v3.0.0
MIA-012,Macro & Micro Interactions and Animations,Use interactive maps for location-based information,• Static location information limits usability for spatial tasks.,"• Provide interactive, zoomable maps with markers and controls.",• Map showing nearby service centres with tap-able pins.,• Static image of map without interaction.,• Provide text alternatives and keyboard controls for map interactions.,"WCAG 2.1 SC 1.1.1, 1.3.1; GIGW 3.0 §6.3.3",Interactive maps improve spatial understanding and service discovery.,Advanced,Designer; Developer,Small Issue,Discoverability; Engagement,Website (Desktop); Website (Mobile View); Mobile App,Location-based pages,Maps; Location widgets,Geo-specific services,Visual + Semantic,Manual,0.7,v3.0.0
MIA-013,Macro & Micro Interactions and Animations,Ensure all interactions are keyboard accessible,• Keyboard users cannot operate all interactive elements.,"• Make all controls operable via keyboard (Tab, Enter, Space).",• Menu fully navigable using keyboard only.,• Dropdown inaccessible without mouse.,• Must meet WCAG keyboard and focus order requirements.,"WCAG 2.1 SC 2.1.1, 2.1.2; GIGW 3.0 Accessibility",Keyboard access is fundamental for accessibility compliance.,Foundational,Designer; Developer,Big Issue,Accessibility compliance; Task completion,Website (Desktop); Website (Mobile View); Mobile App,Global UI,All interactive components,All interaction contexts,Semantic + Behavioral,Manual,0.95,v3.0.0
MIA-014,Macro & Micro Interactions and Animations,Provide single-pointer alternatives for multi-touch gestures,• Multi-touch gestures exclude users with motor or assistive limitations.,"• Offer visible, single-tap alternatives for all gesture-based actions.",• Zoom buttons provided alongside pinch-to-zoom.,• Functionality accessible only via swipe or pinch.,• Alternatives must be discoverable and operable with assistive tech.,WCAG 2.1 SC 2.5.1; WCAG 2.2 Pointer Gestures,Gesture alternatives ensure inclusive mobile interactions.,Foundational,Designer; Developer,Medium Issue,Accessibility; Usability,Mobile App,Gesture-driven screens,Maps; Carousels; Drag UI,Touch-based interactions,Behavioral + Visual,Manual,0.89,v3.0.0
HEL-001,"Help, Feedback, and Error Tolerance",Provide a dedicated help centre,• Users cannot find guidance when stuck or unfamiliar with the service.,"• Create a clearly labelled Help Centre with FAQs, tutorials, and guides accessible from header or footer.",• Central help page with searchable FAQs and task-based guides.,• Scattered help links or no central support location.,"• Help content must be readable, keyboard accessible, and screen-reader friendly.",WCAG 2.2 SC 2.4.5; GIGW 3.0 Help & Documentation,A central help centre reduces support load and user abandonment.,Foundational,Designer,Medium Issue,Task success; Support dependency,Website (Desktop); Website (Mobile View); Mobile App,Global navigation; Footer,Help centre; FAQ pages,User assistance,Visual + Semantic,Manual,0.88,v3.0.0
HEL-002,"Help, Feedback, and Error Tolerance",Provide context-sensitive help,• Users need to leave their task to understand form fields or features.,"• Offer inline, contextual help linked to the current screen or input.",• “What is this?” tooltip beside complex field.,• Redirecting users to external help pages mid-task.,• Contextual help must be reachable by keyboard and announced to screen readers.,WCAG 2.2 SC 3.3.5; GIGW 3.0 Help & Support,Inline help reduces cognitive load and task interruption.,Optimizing,Designer,Medium Issue,Form completion; Error rate,Website (Desktop); Website (Mobile View); Mobile App,Forms; Feature screens,Tooltips; Inline hints,Complex interactions,Visual + Semantic,Manual,0.84,v3.0.0
HEL-003,"Help, Feedback, and Error Tolerance",Enable searchable help content,• Users cannot quickly locate relevant help information.,• Implement a searchable knowledge base within the help centre.,• Help search with auto-suggest and categorized results.,• Static FAQ list without search.,• Search must support keyboard navigation and clear result labelling.,WCAG 2.2 SC 2.4.6; GIGW 3.0 Self-service Support,Search improves self-service resolution and efficiency.,Optimizing,Designer; Developer,Medium Issue,Findability; Time on task,Website (Desktop); Website (Mobile View); Mobile App,Help centre,Search bar; Filters,Information lookup,Semantic + Behavioral,Manual,0.82,v3.0.0
HEL-004,"Help, Feedback, and Error Tolerance",Provide easy-to-access feedback forms,• Users lack a simple way to report issues or suggestions.,• Add low-friction feedback forms accessible from key screens.,• Floating feedback button with short form and confirmation.,• Hidden or overly long feedback forms.,"• Forms must have labels, error handling, and keyboard access.",WCAG 2.2 SC 3.3.2; GIGW 3.0 Feedback Mechanisms,Feedback channels support continuous improvement and trust.,Foundational,Designer; Developer,Medium Issue,User trust; Issue discovery,Website (Desktop); Website (Mobile View); Mobile App,Key task pages,Feedback widgets; Forms,Post-task reflection,Visual + Semantic,Manual,0.87,v3.0.0
HEL-005,"Help, Feedback, and Error Tolerance",Use short surveys or polls for experience feedback,• Lack of structured insight into user satisfaction.,"• Trigger short, optional micro-surveys at appropriate moments.",• 2-question survey after task completion with skip option.,• Long mandatory surveys interrupting tasks.,• Surveys must be dismissible and not trap keyboard focus.,WCAG 2.2 SC 3.2.2; GIGW 3.0 User Engagement,Lightweight surveys capture feedback without disrupting flow.,Advanced,Designer; Developer,Small Issue,Satisfaction; Engagement,Website (Desktop); Website (Mobile View); Mobile App,Post-task states,Surveys; Poll modals,Feedback collection,Behavioral,Manual,0.74,v3.0.0
HEL-006,"Help, Feedback, and Error Tolerance",Provide customer support contact options,• Users cannot escalate issues beyond self-help.,"• Expose clear contact options (email, phone, chat) under Help or Support, including availability and response timelines.","• Help page with helpline number, email ID, chat link, and service hours.",• No contact details or buried deep in legal pages.,• Contact links must be keyboard accessible and readable by screen readers.,WCAG 2.2 SC 2.4.5; GIGW 3.0 §5.4.3.4,Human support is critical for exception handling and trust in government services.,Foundational,Designer; Developer,Medium Issue,Trust; Task recovery,Website (Desktop); Website (Mobile View); Mobile App,Help; Footer; Error states,Contact cards; Support links,Escalation & assistance,Visual + Semantic,Manual,0.89,v3.0.0
HEL-007,"Help, Feedback, and Error Tolerance",Display clear and actionable error messages,• Users do not understand what failed or how to fix it.,• Show human-readable error messages near the source with corrective guidance.,• “Enter a valid 10-digit mobile number” shown inline.,• Generic errors like “Invalid input” or “API error.”,• Errors must be announced to screen readers and not rely on color alone.,"WCAG 2.2 SC 3.3.1, 3.3.3",Clear error messaging directly improves completion rates and reduces frustration.,Foundational,Designer; Developer,Big Issue,Error rate; Form completion,Website (Desktop); Website (Mobile View); Mobile App,Forms; Transactions,Error messages; Alerts,Error recovery,Visual + Semantic,Manual,0.92,v3.0.0
HEL-008,"Help, Feedback, and Error Tolerance",Allow undo or revert actions,• Users fear irreversible mistakes.,"• Provide undo, revert, or confirmation before destructive actions.",• “Undo delete” toast or “Revert changes” option.,• Immediate irreversible deletion without warning.,• Undo actions must be keyboard operable and time-bound cues announced.,GIGW 3.0 §5.4.4; WCAG 2.2 SC 3.3.4,Reversibility increases confidence and reduces abandonment in high-stakes flows.,Foundational,Designer; Developer,Big Issue,Error tolerance; Trust,Website (Desktop); Website (Mobile View); Mobile App,Data edit; Delete flows,Undo toasts; Confirm dialogs,Critical actions,Behavioral + Semantic,Manual,0.91,v3.0.0
HEL-009,"Help, Feedback, and Error Tolerance",Provide guided walkthroughs for new users,• New users struggle to understand features.,"• Offer optional, skippable onboarding walkthroughs or tours.",• First-time overlay highlighting key actions with skip option.,"• No onboarding or forced, unskippable tours.",• Walkthroughs must respect focus order and be dismissible.,WCAG 2.2 SC 3.3.5; GIGW 3.0 User Orientation,Guided onboarding reduces learning curve and early drop-off.,Optimizing,Designer; Developer,Medium Issue,Adoption; Learnability,Website (Desktop); Website (Mobile View); Mobile App,First-use screens,Tours; Overlays,Onboarding,Visual + Behavioral,Manual,0.83,v3.0.0
HEL-010,"Help, Feedback, and Error Tolerance",Use tooltips and hints for complex interactions,• Users are confused by unfamiliar controls.,"• Attach concise, accessible tooltips to complex elements.",• Tooltip on hover/focus explaining a form field.,• Hidden explanations or jargon-heavy help text.,• Tooltips must persist on focus and be screen-reader friendly.,WCAG 2.2 SC 1.4.13,Contextual hints reduce cognitive load without cluttering UI.,Optimizing,Designer; Developer,Medium Issue,Task clarity,Website (Desktop); Website (Mobile View); Mobile App,Forms; Advanced features,Tooltips; Hints,Complex tasks,Visual + Semantic,Manual,0.82,v3.0.0
HEL-011,"Help, Feedback, and Error Tolerance",Acknowledge user feedback immediately,• Users are unsure whether feedback was received.,• Show confirmation or thank-you message immediately after feedback submission.,• Confirmation screen or toast + optional email receipt.,• Silent submission with no acknowledgement.,• Status messages must be announced to assistive technologies.,WCAG 2.2 SC 4.1.3; GIGW 3.0 SC 3.6.1,Immediate acknowledgement builds trust and closes the feedback loop.,Foundational,Designer; Developer,Medium Issue,User trust; Engagement,Website (Desktop); Website (Mobile View); Mobile App,Feedback flows,Confirmation messages,Post-submission,Semantic,Manual,0.88,v3.0.0
HEL-012,"Help, Feedback, and Error Tolerance",Keep users informed about feedback status,• Users submit feedback but receive no visibility into progress or resolution.,• Provide status updates via email/SMS and allow tracking using a reference ID.,• “Feedback #1234 – Under Review” email with ETA.,• No acknowledgement after initial submission.,• Status messages must be programmatically announced and clearly labeled.,GIGW 3.0 SC 3.6.1; WCAG 2.2 SC 3.3.2,Transparency in grievance handling builds institutional trust and reduces repeat complaints.,Foundational,Designer; Developer,Medium Issue,Trust; Engagement,Website (Desktop); Website (Mobile View); Mobile App,Feedback; Grievance pages,Status indicators; Notifications,Feedback lifecycle,Semantic + Behavioral,Manual,0.89,v3.0.0
HEL-013,"Help, Feedback, and Error Tolerance",Communicate when feedback leads to improvements,• Users feel their feedback disappears into a void.,• Notify users when their input results in changes or enhancements.,"• “Based on your feedback, we improved…” email or in-app message.",• Silent changes without user acknowledgement.,"• Messages must be readable, concise, and accessible to screen readers.",GIGW 3.0 §8.2; WCAG 2.2 SC 3.3.3,Closing the feedback loop increases civic participation and long-term engagement.,Optimizing,Designer,Small Issue,Engagement; Loyalty,Website (Desktop); Website (Mobile View); Mobile App,Release notes; Notifications,Update messages,Participatory UX,Semantic,Manual,0.81,v3.0.0
HEL-014,"Help, Feedback, and Error Tolerance",Prevent data loss using auto-save,"• Users lose data due to crashes, timeouts, or connectivity issues.",• Auto-save form data locally or server-side at safe intervals.,• Draft restored after refresh or login.,• Complete data loss after reload.,• Auto-save must not trigger unexpected context changes.,WCAG 2.2 SC 3.3.4; GIGW 3.0 §6.4,Data loss in government services has direct real-world consequences.,Foundational,Developer; Designer,Big Issue,Task completion; Trust,Website (Desktop); Website (Mobile View); Mobile App,Forms; Applications,Auto-save logic,Long / critical tasks,Behavioral,Manual,0.93,v3.0.0
HEL-015,"Help, Feedback, and Error Tolerance",Provide recovery options for interrupted tasks,• Users cannot recover from session loss or interruptions.,"• Offer “Resume”, “Restore session”, or recovery prompts.",• “Resume application” banner on return.,• Forced restart of long tasks.,• Recovery prompts must be clearly announced and dismissible.,GIGW 3.0 §6.5; WCAG 2.2 SC 4.1.1,"Recovery is essential for high-stakes, multi-step government tasks.",Foundational,Developer; Designer,Big Issue,Completion rate; Friction,Website (Desktop); Website (Mobile View); Mobile App,Dashboards; Forms,Session restore,Interrupted flows,Behavioral + Semantic,Manual,0.92,v3.0.0
HEL-016,"Help, Feedback, and Error Tolerance",Ensure graceful degradation during failures,• Entire product fails when a single dependency breaks.,• Design fallback modes and meaningful error states.,• Form submission via email during API outage.,• Blank screens or system crash.,• Failure states must expose system status without technical jargon.,WCAG 2.2 SC 4.1.3; GIGW 3.0 §6.6,"Government systems must fail safely, not catastrophically.",Foundational,Developer; Designer,Big Issue,Reliability; Continuity,Website (Desktop); Website (Mobile View); Mobile App,Core services,Error states; Fallback UI,Partial outages,System + Semantic,Manual,0.94,v3.0.0
HEL-017,"Help, Feedback, and Error Tolerance",Provide self-service knowledge base,• Users depend entirely on support teams for basic issues.,"• Offer searchable FAQs, guides, and troubleshooting content.",• Knowledge base with filters and search.,• Scattered or outdated help content.,• Content must support keyboard navigation and headings.,GIGW 3.0 §8.3; WCAG 2.2 SC 2.4.5,Self-service reduces support load and empowers users.,Optimizing,Designer,Medium Issue,Efficiency; Support deflection,Website (Desktop); Website (Mobile View); Mobile App,Help center,Knowledge base,Common issues,Semantic,Manual,0.84,v3.0.0
HEL-018,"Help, Feedback, and Error Tolerance",Educate users with tips and tutorials,• Users misuse features due to lack of guidance.,"• Provide tips, articles, and short tutorials.",• “Did you know?” tips or short explainer videos.,• Dense manuals or no guidance at all.,• Educational content must meet readability and captioning norms.,WCAG 2.2 SC 3.1.5; GIGW 3.0 User Centricity,Education improves digital literacy and reduces errors.,Advanced,Designer; Developer,Small Issue,Adoption; Learnability,Website (Desktop); Website (Mobile View); Mobile App,Onboarding; Help,Tutorials; Tips,Skill-building,Semantic,Manual,0.78,v3.0.0
HEL-019,"Help, Feedback, and Error Tolerance",Ensure accessibility of help and feedback features,"• Help and feedback tools are unusable for users with disabilities due to missing keyboard support, labels, or roles.","• Design all help, feedback, and support components to meet WCAG requirements with semantic structure and ARIA support.","• Help center fully navigable via keyboard, screen readers announce form fields and status messages correctly.",• Feedback modal traps keyboard focus or lacks accessible labels.,"• All interactive elements must expose name, role, and value; avoid focus traps and ensure contrast compliance.","WCAG 2.1 SC 1.3.1, 2.1.1, 3.3.2, 4.1.2; WCAG 2.2; GIGW 3.0 Accessibility",Accessibility of support is a non-negotiable baseline in government services.,Foundational,Developer; Designer,Big Issue,Accessibility compliance; Task completion,Website (Desktop); Website (Mobile View); Mobile App,Help center; Feedback; Error UI,Forms; Modals; Help widgets,All help & recovery scenarios,Semantic + Behavioral,"Partial (linting, ARIA checks)",0.95,v3.0.0
HEL-020,"Help, Feedback, and Error Tolerance",Provide multilingual help and feedback resources,"• Support content is available only in a single language, excluding large user groups.",• Translate help and feedback resources into supported regional languages with consistent depth.,• User switches language and remains in same help article context.,• Language switch resets context or shows partial translations.,• Language of parts must be programmatically identifiable and switchable.,"WCAG 2.1 SC 3.1.1, 3.1.2; GIGW 3.0 Language Access",Linguistic accessibility is critical for equity and reach in public digital services.,Foundational,Designer; Developer,Medium Issue,Reach; Inclusion,Website (Desktop); Website (Mobile View); Mobile App,Help; Support; FAQs,Language switcher; Content,Multilingual user base,Semantic,Manual,0.88,v3.0.0
HEL-021,"Help, Feedback, and Error Tolerance",Implement automated error and crash reporting,• System errors and crashes go undetected until users complain.,"• Integrate automated error logging and monitoring with safe, anonymized reporting.",• Crash logged automatically and fallback UI shown to user.,• Silent crashes with no logging or user feedback.,• Error states must remain accessible and non-blocking.,GIGW 3.0 Website Monitoring; WCAG 2.2 SC 4.1.1; UX4G Error Intelligence,Proactive error detection reduces downtime and user frustration.,Optimizing,Developer; Designer,Medium Issue,Reliability; MTTR,Website (Desktop); Website (Mobile View); Mobile App,System-wide,Error logging; Fallback UI,Runtime failures,System + Behavioral,Manual (tool verification),0.86,v3.0.0
GSI-001,Government Service Integration,Identify relevant government services based on user needs,• Key government platforms are not evaluated or mapped to product objectives.,"• Conduct a structured feature-to-service mapping to identify applicable services (e.g., DigiLocker, myScheme, Bhashini, UMANG).",• DigiLocker mapped to certificate retrieval; myScheme mapped to eligibility discovery.,• Services integrated ad-hoc without user journey relevance.,• Service discovery content must be readable and non-cognitive overload.,GIGW 3.0 §3.1.2; DBIM §5.4.2,Prevents unnecessary integrations and ensures citizen-centric value.,Foundational,Product Owner; Designer; Developer,Medium,Task success; Adoption,Website; Mobile Web; Mobile App,Entry points; Post-task screens,CTAs; Service cards,Cross-journey,Documentary,Manual,0.92,v3.0.0
GSI-002,Government Service Integration,Define clear use cases for each integrated service,• Integrated services lack documented user value or interaction purpose.,"• Document user benefit, trigger point, and expected outcome for every service integration.",• “Fetch from DigiLocker” used only at document upload stage.,• Service exposed globally without task relevance.,• Clear purpose reduces cognitive burden for assistive tech users.,GIGW 3.0 §3.1.2; DBIM §5.4.2; WCAG 2.1 SC 1.3.1,"Ensures integrations are meaningful, not ornamental.",Foundational,Product Owner; Designer; Developer,Medium,Clarity; Conversion,Website; Mobile Web; Mobile App,Forms; Dashboards,Buttons; Flows,Task-driven,Documentary,Manual,0.9,v3.0.0
GSI-003,Government Service Integration,Follow official API documentation and standards,• APIs integrated without adhering to official specifications or limits.,• Integrate strictly as per NIC / MeitY API documentation and API Setu guidelines.,• Authenticated calls via API Setu with documented payloads.,• Hard-coded or reverse-engineered endpoints.,• Improper APIs can break assistive flows unexpectedly.,GIGW 3.0 §3.1.3; DBIM §5.4.3,"Prevents security, reliability, and audit failures.",Foundational,Developer,Big Issue,Reliability; Compliance,Website; Mobile Web; Mobile App,Backend-triggered UI,APIs,System-level,System + Documentary,Manual,0.97,v3.0.0
GSI-004,Government Service Integration,Ensure secure and compliant data exchange,• Data shared without encryption or regulatory compliance.,"• Enforce TLS 1.2+, payload encryption, and NIC security standards.",• Encrypted API calls with secure token handling.,• Plain-text or partially encrypted payloads.,• Security failures disproportionately harm vulnerable users.,"GIGW 3.0 §3.1.2, §3.4; DBIM §5.2.1; IT Act 2000",Protects citizen trust and legal compliance.,Foundational,Developer,Big Issue,Trust; Risk,Website; Mobile Web; Mobile App,Data exchange points,APIs,Sensitive data,System,Manual,0.98,v3.0.0
GSI-005,Government Service Integration,Obtain explicit user consent before data sharing,• User data shared with services without informed consent.,"• Capture explicit, contextual consent before invoking service APIs.",• Checkbox with clear purpose explanation before DigiLocker fetch.,• Silent background data exchange.,• Consent must be perceivable and screen-reader accessible.,GIGW 3.0 §7.5; WCAG 2.2 SC 3.3.4,Consent is mandatory for ethical and legal governance.,Foundational,Developer; Designer,Big Issue,Trust; Legal,Website; Mobile Web; Mobile App,Forms; Modals,Consent UI,Privacy-sensitive,Semantic + Behavioral,Partial,0.96,v3.0.0
GSI-006,Government Service Integration,Communicate role and benefits of integrated services,• Users do not understand why a service is used or how data is handled.,"• Explain service purpose, benefit, and data usage inline or via help cues.",• “Powered by DigiLocker” info tooltip near CTA.,• Hidden or vague service attribution.,• Clear explanations aid cognitive accessibility.,GIGW 3.0 §5.3,Transparency builds trust and reduces abandonment.,Foundational,Designer; Developer,Medium,Confidence; Completion,Website; Mobile Web,Forms; Info areas,Tooltips; Labels,Disclosure,Semantic,Manual,0.89,v3.0.0
GSI-007,Government Service Integration,Maintain UI consistency for integrated services,• Integrated services introduce foreign UI patterns or branding conflicts.,• Style all service-related UI using the product’s design system.,• DigiLocker button matches primary CTA style.,• Third-party UI embedded without adaptation.,• Consistency supports predictability for assistive users.,GIGW 3.0 §6.4; WCAG 2.1 SC 3.2.4,Prevents fragmentation of experience.,Optimizing,Designer; Developer,Medium,Usability,Website; Mobile Web; Mobile App,Integrated flows,Buttons; Forms,Visual,Visual,Manual,0.87,v3.0.0
GSI-008,Government Service Integration,Ensure intuitive navigation to integrated services,• Service access points are hidden or context-less.,• Place service entry points exactly where the task requires them.,• “Fetch from DigiLocker” shown after document requirement.,• Service link buried in unrelated menu.,• Predictable navigation reduces cognitive load.,GIGW 3.0 §6.3; WCAG 2.1 SC 3.2,Supports task-oriented journeys.,Optimizing,Designer; Developer,Medium,Efficiency,Website; Mobile Web; Mobile App,Task flows,Navigation; CTAs,Task-specific,Behavioral,Manual,0.88,v3.0.0
GSI-009,Government Service Integration,Provide onboarding guidance for integrated services,Users are unaware of how or why to use integrated government services.,"Provide first-time onboarding via banners, tooltips, walkthroughs, or contextual help explaining service value and steps.",First-time DigiLocker fetch shows a short explainer with steps and benefits.,Service invoked without any explanation or guidance.,"Onboarding must be skippable, readable by screen readers, and non-blocking.",GIGW 3.0 §6.2,Increases adoption and prevents early abandonment of integrations.,Optimizing,Designer; Developer,Medium,Adoption; Task completion,Website (Desktop); Website (Mobile View); Mobile App,First-use flows; Forms,Modals; Tooltips; Banners,First-time use,Behavioral + Visual,Partial,0.88,v3.0.0
GSI-010,Government Service Integration,Leverage Bhashini for multilingual access,Integrated services are usable only in limited languages.,Integrate Bhashini APIs to support content or real-time language translation with clear language switching controls.,User can switch interface language using Bhashini-powered toggle.,Language support limited to English despite multilingual audience.,Language switch must preserve context and be programmatically defined.,GIGW 3.0 §6.1,Ensures linguistic inclusion at national scale.,Foundational,Developer; Designer,Medium,Reach; Inclusivity,Website; Mobile Web; Mobile App,Global UI,Language switchers,Language context,System + Semantic,Partial,0.93,v3.0.0
GSI-011,Government Service Integration,Ensure accessibility compliance of integrated services,Integrated services introduce WCAG violations.,"Audit all service-related UI for WCAG 2.1 AA compliance including keyboard access, contrast, and ARIA semantics.",Integrated DigiLocker UI passes keyboard and screen reader tests.,Third-party UI blocks keyboard navigation.,"Must comply with WCAG 2.1 AA across perceivable, operable, understandable, robust principles.",GIGW 3.0 §6.0; WCAG 2.1 AA,Accessibility compliance is non-negotiable in government services.,Foundational,Developer; Designer,Big Issue,Legal risk; Accessibility,Website; Mobile Web; Mobile App,Integrated flows,All interactive components,Assistive use,Manual,Partial,0.97,v3.0.0
GSI-012,Government Service Integration,Communicate updates and changes in integrated services,"Users are unaware of service changes, downtime, or security updates.","Inform users proactively via banners, alerts, or update logs when services change or are unavailable.",Banner shown during DigiLocker maintenance window.,Service fails silently or without explanation.,Status updates must be announced via ARIA live regions.,GIGW 3.0 §5.7,Prevents confusion and loss of trust during service disruptions.,Optimizing,Designer; Developer,Medium,Trust; Reliability,Website; Mobile Web; Mobile App,Affected journeys,Alert banners,Change events,Documentary + Behavioral,Partial,0.89,v3.0.0
GSI-013,Government Service Integration,Provide help and documentation for integrated services,Users lack support resources for service-specific issues.,"Offer FAQs, guides, and troubleshooting specific to each integrated service.",Dedicated help section for DigiLocker and Bhashini usage.,Generic help content without service coverage.,Help content must be accessible and readable.,GIGW 3.0 §4.5; WCAG 2.1 SC 3.3.5,Reduces support load and user frustration.,Optimizing,Designer; Developer,Medium,Self-service success,Website; Mobile Web; Mobile App,Help center,Knowledge base,Problem-solving,Documentary,Manual,0.87,v3.0.0
GSI-014,Government Service Integration,Design architecture for scalable integrations,System cannot easily support new or growing service integrations.,"Use modular, API-first architecture with service abstraction layers.",New service added via wrapper without UI rework.,Hard-coded integrations requiring major refactor.,Scalability issues can indirectly impact accessibility performance.,GIGW 3.0 – Scalability,Enables long-term sustainability and performance.,Advanced,Developer,Medium,Performance; Maintainability,All platforms,System-wide,APIs; Middleware,Growth,System,Manual,0.91,v3.0.0
GSI-015,Government Service Integration,Plan for future government service integrations,Product lacks forward-looking integration strategy.,Maintain roadmap tracking emerging government APIs and platforms.,Roadmap includes JanSamarth and future APISetu releases.,No awareness of upcoming services.,Future integrations must inherit accessibility and consent baselines.,GIGW 3.0 – Emerging Tech,Prevents stagnation and ensures policy alignment.,Advanced,Product Owner; Developer,Small,Innovation readiness,All platforms,Strategic planning,Architecture,Future state,Documentary,Manual,0.85,v3.0.0
OF-001,Offline Functionality,Identify and support critical offline use cases,Offline-critical user scenarios are not identified or supported.,"Conduct research to identify low-connectivity contexts and design offline-safe workflows (drafts, partial completion).",User can fill forms and save drafts without connectivity.,Form becomes unusable when network drops.,Offline affordances must be announced via status messages and not rely on color alone.,GIGW 3.0 MAFR-03,India-scale services must assume unreliable connectivity by default.,Foundational,Designer; Developer,Big Issue,Task completion; Drop-off,Website (Mobile View); Mobile App,Forms; Applications,Forms; Drafts,Low-bandwidth,Documentary + Behavioral,Partial,0.95,v3.0.0
OF-002,Offline Functionality,Implement automatic data synchronization,"Offline data is not reliably synced, causing loss or duplication.",Use background sync mechanisms with conflict resolution and deduplication logic.,Draft auto-syncs once connection restores.,User must re-enter lost data.,Sync status must be programmatically conveyed (ARIA live).,GIGW 3.0 MAFR-03,Prevents data loss and trust erosion.,Foundational,Developer,Big Issue,Data integrity; Trust,Website; Mobile Web; Mobile App,Forms; Profiles,Sync engine,Connectivity regain,System,Partial,0.96,v3.0.0
OF-003,Offline Functionality,Provide manual sync control,Users lack control over when data syncs.,Provide a visible “Sync Now” option when connectivity is available.,User taps “Sync Now” after reconnecting.,Sync happens silently with no user control.,Sync controls must be keyboard and screen-reader accessible.,GIGW 3.0 MAFR-03,Empowers users in low-trust network conditions.,Optimizing,Designer; Developer,Medium,User control; Confidence,Website; Mobile Web; Mobile App,Settings; Status areas,Buttons; Menus,Reconnection,Visual + Behavioral,Partial,0.88,v3.0.0
OF-004,Offline Functionality,Notify users about sync status,Users are unaware of sync success or failure.,Display clear success/failure notifications with retry affordances.,Toast shows “Sync completed successfully”.,Sync fails silently.,Notifications must meet WCAG 4.1.3 (Status Messages).,GIGW 3.0 MAFR-03; WCAG 2.1,Reduces anxiety and repeat actions.,Optimizing,Designer; Developer,Medium,Trust; Error recovery,Website; Mobile Web; Mobile App,All sync flows,Toasts; Banners,Post-sync,Visual + Semantic,Partial,0.9,v3.0.0
OF-005,Offline Functionality,Maintain UI consistency in offline mode,Offline mode breaks UI patterns or flows.,Preserve layout and interactions; disable only network-dependent actions with clear states.,Same UI with disabled submit button + offline label.,Entire screen replaced with error page.,Disabled states must be announced to assistive tech.,GIGW 3.0; WCAG 2.1 §3.2,Predictability reduces cognitive load.,Optimizing,Designer; Developer,Medium,Usability; Predictability,Website; Mobile Web; Mobile App,All pages,Buttons; Navigation,Offline state,Visual + Behavioral,Partial,0.89,v3.0.0
OF-006,Offline Functionality,Provide meaningful fallback content,Offline users see blank or broken screens.,Cache visited pages and show placeholders or last-known data with offline indicators.,Cached scheme details visible offline.,White screen with generic error.,Offline messages must be readable by screen readers.,GIGW 3.0 Lifecycle Mgmt,Ensures continuity of use.,Foundational,Developer; Designer,Big Issue,Retention; Completion,Website; Mobile Web; Mobile App,Content pages,Cache; Placeholders,Offline browsing,System + Visual,Partial,0.94,v3.0.0
OF-007,Offline Functionality,Show clear offline error messaging,Users receive generic or technical errors when offline.,"Display contextual, human-readable offline messages with next steps.",“You’re offline. Submit when connected.”,“Network error 504.”,Error messages must follow WCAG 3.3.1 & 3.3.3.,GIGW 3.0; WCAG 2.1,Improves error recovery and comprehension.,Optimizing,Designer; Developer,Medium,Error recovery,Website; Mobile Web; Mobile App,Forms; Actions,Alerts,Offline actions,Automated,High,0.92,v3.0.0
OF-008,Offline Functionality,Retry failed operations automatically,Users must manually redo failed actions.,Queue failed operations locally and auto-retry on reconnection with status feedback.,Form auto-submits when network returns.,User must resubmit manually.,Retry actions must be cancelable and announced.,GIGW 3.0 MAFR-03,Minimizes user effort and frustration.,Foundational,Developer,Big Issue,Task success; Satisfaction,Website; Mobile Web; Mobile App,Submissions,Queues; Sync,Reconnection,System,Partial,0.96,v3.0.0
